E	alpha	r1	L	H	gamma
eV	deg	mm	mm	mm	deg
356	87.8	1745.638	13834.843	1813.841	36.938
356	87.9	1663.491	13535.260	1760.037	33.437
356	88.0	1581.491	13242.780	1708.037	30.705
356	88.1	1499.657	12957.004	1657.745	28.514
356	88.2	1418.006	12677.566	1609.069	26.716
356	88.3	1336.556	12404.124	1561.927	25.213
356	88.4	1255.322	12136.367	1516.239	23.933
357	87.7	1829.785	14130.213	1865.819	41.427
357	87.8	1747.418	13823.446	1810.225	36.832
357	87.9	1665.183	13524.193	1756.536	33.352
357	88.0	1583.097	13232.021	1704.646	30.634
357	88.1	1501.177	12946.534	1654.459	28.453
357	88.2	1419.440	12667.365	1605.883	26.664
357	88.3	1337.904	12394.176	1558.835	25.166
357	88.4	1256.585	12126.655	1513.238	23.892
358	87.7	1831.648	14118.505	1862.099	41.292
358	87.8	1749.194	13812.090	1806.626	36.726
358	87.9	1666.872	13513.166	1753.052	33.267
358	88.0	1584.699	13221.302	1701.272	30.563
358	88.1	1502.693	12936.103	1651.189	28.393
358	88.2	1420.870	12657.203	1602.712	26.611
358	88.3	1339.249	12384.265	1555.759	25.120
358	88.4	1257.846	12116.980	1510.253	23.850
359	87.7	1833.508	14106.839	1858.397	41.158
359	87.8	1750.966	13800.775	1803.045	36.622
359	87.9	1668.557	13502.179	1749.586	33.182
359	88.0	1586.298	13210.622	1697.915	30.493
359	88.1	1504.205	12925.709	1647.935	28.333
359	88.2	1422.297	12647.078	1599.557	26.559
359	88.3	1340.591	12374.391	1552.699	25.074
359	88.4	1259.103	12107.340	1507.282	23.809
360	87.7	1835.363	14095.215	1854.713	41.024
360	87.8	1752.734	13789.501	1799.481	36.518
360	87.9	1670.239	13491.232	1746.136	33.098
360	88.0	1587.893	13199.981	1694.574	30.423
360	88.1	1505.715	12915.354	1644.697	28.274
360	88.2	1423.721	12636.990	1596.418	26.508
360	88.3	1341.929	12364.553	1549.653	25.028
360	88.4	1260.357	12097.736	1504.326	23.768
361	87.7	1837.213	14083.634	1851.047	40.892
361	87.8	1754.498	13778.269	1795.934	36.414
361	87.9	1671.916	13480.326	1742.703	33.015
361	88.0	1589.484	13189.379	1691.249	30.354
361	88.1	1507.220	12905.037	1641.475	28.215
361	88.2	1425.141	12626.938	1593.294	26.456
361	88.3	1343.265	12354.751	1546.622	24.983
361	88.4	1261.609	12088.167	1501.384	23.727
362	87.7	1839.060	14072.094	1847.398	40.760
362	87.8	1756.258	13767.076	1792.405	36.311
362	87.9	1673.589	13469.458	1739.287	32.932
362	88.0	1591.072	13178.815	1687.940	30.285
362	88.1	1508.722	12894.757	1638.269	28.156
362	88.2	1426.559	12616.924	1590.185	26.405
362	88.3	1344.598	12344.985	1543.606	24.937
362	88.4	1262.858	12078.634	1498.457	23.686
363	87.7	1840.903	14060.596	1843.767	40.630
363	87.8	1758.014	13755.925	1788.892	36.209
363	87.9	1675.259	13458.630	1735.887	32.849
363	88.0	1592.656	13168.290	1684.647	30.216
363	88.1	1510.221	12884.515	1635.078	28.098
363	88.2	1427.973	12606.947	1587.091	26.354
363	88.3	1345.928	12335.255	1540.605	24.892
363	88.4	1264.104	12069.135	1495.544	23.646
364	87.7	1842.741	14049.139	1840.154	40.500
364	87.8	1759.766	13744.813	1785.397	36.108
364	87.9	1676.925	13447.842	1732.504	32.767
364	88.0	1594.236	13157.803	1681.371	30.148
364	88.1	1511.717	12874.309	1631.903	28.039
364	88.2	1429.383	12597.005	1584.013	26.304
364	88.3	1347.254	12325.561	1537.619	24.847
364	88.4	1265.347	12059.671	1492.646	23.605
365	87.7	1844.575	14037.723	1836.558	40.371
365	87.8	1761.514	13733.742	1781.918	36.007
365	87.9	1678.588	13437.092	1729.136	32.686
365	88.0	1595.813	13147.353	1678.110	30.080
365	88.1	1513.209	12864.141	1628.743	27.982
365	88.2	1430.791	12587.100	1580.949	26.253
365	88.3	1348.578	12315.901	1534.647	24.803
365	88.4	1266.587	12050.242	1489.762	23.565
366	87.7	1846.405	14026.348	1832.979	40.243
366	87.8	1763.258	13722.710	1778.456	35.907
366	87.9	1680.246	13426.381	1725.786	32.605
366	88.0	1597.387	13136.942	1674.864	30.013
366	88.1	1514.697	12854.010	1625.598	27.924
366	88.2	1432.195	12577.231	1577.900	26.203
366	88.3	1349.898	12306.277	1531.689	24.759
366	88.4	1267.824	12040.847	1486.891	23.525
367	87.7	1848.231	14015.014	1829.417	40.116
367	87.8	1764.998	13711.718	1775.011	35.808
367	87.9	1681.901	13415.708	1722.451	32.525
367	88.0	1598.956	13126.568	1671.635	29.946
367	88.1	1516.182	12843.915	1622.469	27.867
367	88.2	1433.596	12567.397	1574.866	26.153
367	88.3	1351.216	12296.688	1528.746	24.714
367	88.4	1269.059	12031.487	1484.035	23.486
368	87.7	1850.053	14003.720	1825.872	39.990
368	87.8	1766.735	13700.765	1771.582	35.709
368	87.9	1683.552	13405.073	1719.132	32.445
368	88.0	1600.523	13116.231	1668.421	29.879
368	88.1	1517.664	12833.857	1619.354	27.810
368	88.2	1434.995	12557.599	1571.846	26.104
368	88.3	1352.531	12287.133	1525.817	24.670
368	88.4	1270.291	12022.160	1481.192	23.446
369	87.7	1851.871	13992.467	1822.343	39.865
369	87.8	1768.467	13689.851	1768.169	35.611
369	87.9	1685.199	13394.477	1715.829	32.365
369	88.0	1602.085	13105.931	1665.222	29.813
369	88.1	1519.143	12823.834	1616.255	27.753
369	88.2	1436.389	12547.836	1568.841	26.055
369	88.3	1353.842	12277.613	1522.902	24.627
369	88.4	1271.520	12012.867	1478.363	23.407
370	87.7	1853.685	13981.253	1818.832	39.740
370	87.8	1770.196	13678.976	1764.772	35.513
370	87.9	1686.843	13383.918	1712.541	32.286
370	88.0	1603.645	13095.668	1662.038	29.747
370	88.1	1520.618	12813.848	1613.170	27.697
370	88.2	1437.781	12538.108	1565.851	26.006
370	88.3	1355.151	12268.127	1520.001	24.583
370	88.4	1272.746	12003.608	1475.548	23.368
371	87.7	1855.495	13970.080	1815.337	39.617
371	87.8	1771.920	13668.140	1761.392	35.416
371	87.9	1688.483	13373.397	1709.270	32.207
371	88.0	1605.201	13085.442	1658.870	29.681
371	88.1	1522.090	12803.897	1610.100	27.641
371	88.2	1439.170	12528.416	1562.874	25.957
371	88.3	1356.457	12258.676	1517.114	24.540
371	88.4	1273.969	11994.382	1472.747	23.329
372	87.7	1857.300	13958.945	1811.858	39.494
372	87.8	1773.641	13657.342	1758.027	35.320
372	87.9	1690.119	13362.914	1706.013	32.129
372	88.0	1606.753	13075.253	1655.716	29.616
372	88.1	1523.559	12793.982	1607.044	27.585
372	88.2	1440.555	12518.757	1559.912	25.908
372	88.3	1357.760	12249.258	1514.241	24.497
372	88.4	1275.190	11985.189	1469.958	23.290
373	87.7	1859.102	13947.851	1808.396	39.372
373	87.8	1775.358	13646.583	1754.679	35.224
373	87.9	1691.752	13352.468	1702.772	32.052
373	88.0	1608.302	13065.099	1652.578	29.551
373	88.1	1525.024	12784.103	1604.003	27.530
373	88.2	1441.938	12509.134	1556.964	25.860
373	88.3	1359.060	12239.874	1511.382	24.454
373	88.4	1276.408	11976.029	1467.183	23.252
374	87.7	1860.900	13936.795	1804.950	39.251
374	87.8	1777.072	13635.861	1751.346	35.129
374	87.9	1693.381	13342.058	1699.547	31.974
374	88.0	1609.847	13054.982	1649.454	29.487
374	88.1	1526.487	12774.258	1600.977	27.475
374	88.2	1443.317	12499.545	1554.030	25.812
374	88.3	1360.357	12230.524	1508.536	24.411
374	88.4	1277.623	11966.902	1464.422	23.213
375	87.7	1862.694	13925.778	1801.520	39.131
375	87.8	1778.781	13625.177	1748.028	35.035
375	87.9	1695.007	13331.686	1696.336	31.898
375	88.0	1611.389	13044.900	1646.345	29.423
375	88.1	1527.946	12764.449	1597.964	27.420
375	88.2	1444.694	12489.990	1551.110	25.764
375	88.3	1361.651	12221.207	1505.703	24.369
375	88.4	1278.836	11957.808	1461.673	23.175
376	87.7	1864.484	13914.800	1798.106	39.011
376	87.8	1780.487	13614.531	1744.726	34.941
376	87.9	1696.629	13321.350	1693.140	31.821
376	88.0	1612.928	13034.854	1643.251	29.359
376	88.1	1529.401	12754.674	1594.966	27.366
376	88.2	1446.067	12480.468	1548.203	25.716
376	88.3	1362.943	12211.923	1502.884	24.327
376	88.4	1280.046	11948.746	1458.937	23.137
377	87.7	1866.270	13903.860	1794.708	38.892
377	87.8	1782.189	13603.922	1741.440	34.847
377	87.9	1698.247	13311.050	1689.960	31.746
377	88.0	1614.463	13024.843	1640.171	29.296
377	88.1	1530.854	12744.934	1591.982	27.311
377	88.2	1447.437	12470.981	1545.310	25.669
377	88.3	1364.231	12202.672	1500.078	24.285
377	88.4	1281.253	11939.717	1456.215	23.099
378	87.7	1868.052	13892.959	1791.326	38.774
378	87.8	1783.887	13593.351	1738.168	34.755
378	87.9	1699.862	13300.787	1686.794	31.670
378	88.0	1615.995	13014.868	1637.105	29.233
378	88.1	1532.303	12735.228	1589.012	27.257
378	88.2	1448.804	12461.527	1542.431	25.622
378	88.3	1365.517	12193.454	1497.286	24.243
378	88.4	1282.458	11930.719	1453.505	23.062
379	87.7	1869.830	13882.096	1787.959	38.657
379	87.8	1785.582	13582.816	1734.912	34.662
379	87.9	1701.474	13290.559	1683.643	31.595
379	88.0	1617.523	13004.928	1634.054	29.170
379	88.1	1533.749	12725.556	1586.056	27.204
379	88.2	1450.169	12452.107	1539.565	25.575
379	88.3	1366.799	12184.268	1494.507	24.202
379	88.4	1283.660	11921.754	1450.808	23.024
380	87.7	1871.605	13871.270	1784.608	38.541
380	87.8	1787.273	13572.318	1731.671	34.571
380	87.9	1703.081	13280.368	1680.506	31.521
380	88.0	1619.049	12995.022	1631.017	29.108
380	88.1	1535.192	12715.918	1583.113	27.150
380	88.2	1451.530	12442.719	1536.713	25.529
380	88.3	1368.079	12175.115	1491.740	24.160
380	88.4	1284.859	11912.820	1448.123	22.987
381	87.7	1873.375	13860.482	1781.273	38.425
381	87.8	1788.960	13561.857	1728.445	34.480
381	87.9	1704.686	13270.212	1677.384	31.447
381	88.0	1620.570	12985.152	1627.994	29.046
381	88.1	1536.632	12706.314	1580.184	27.097
381	88.2	1452.888	12433.365	1533.874	25.482
381	88.3	1369.356	12165.994	1488.987	24.119
381	88.4	1286.055	11903.917	1445.452	22.950
382	87.7	1875.142	13849.732	1777.952	38.310
382	87.8	1790.643	13551.432	1725.234	34.389
382	87.9	1706.287	13260.091	1674.277	31.373
382	88.0	1622.089	12975.315	1624.985	28.984
382	88.1	1538.069	12696.744	1577.269	27.044
382	88.2	1454.243	12424.043	1531.048	25.436
382	88.3	1370.631	12156.906	1486.246	24.078
382	88.4	1287.249	11895.046	1442.792	22.913
383	87.7	1876.905	13839.019	1774.647	38.196
383	87.8	1792.323	13541.044	1722.038	34.299
383	87.9	1707.884	13250.006	1671.184	31.300
383	88.0	1623.604	12965.513	1621.990	28.923
383	88.1	1539.502	12687.207	1574.367	26.992
383	88.2	1455.596	12414.754	1528.235	25.390
383	88.3	1371.902	12147.849	1483.518	24.037
383	88.4	1288.441	11886.207	1440.145	22.876
384	87.7	1878.664	13828.343	1771.357	38.083
384	87.8	1794.000	13530.691	1718.856	34.210
384	87.9	1709.478	13239.955	1668.104	31.227
384	88.0	1625.116	12955.746	1619.008	28.862
384	88.1	1540.932	12677.703	1571.479	26.940
384	88.2	1456.945	12405.498	1525.435	25.345
384	88.3	1373.171	12138.824	1480.803	23.997
384	88.4	1289.629	11877.398	1437.511	22.840
385	87.7	1880.419	13817.704	1768.082	37.971
385	87.8	1795.672	13520.374	1715.688	34.121
385	87.9	1711.068	13229.940	1665.040	31.154
385	88.0	1626.625	12946.012	1616.040	28.801
385	88.1	1542.360	12668.233	1568.604	26.888
385	88.2	1458.291	12396.274	1522.649	25.299
385	88.3	1374.437	12129.830	1478.100	23.956
385	88.4	1290.815	11868.620	1434.888	22.804
386	87.7	1882.171	13807.102	1764.822	37.859
386	87.8	1797.341	13510.093	1712.536	34.033
386	87.9	1712.655	13219.959	1661.989	31.082
386	88.0	1628.130	12936.311	1613.086	28.741
386	88.1	1543.784	12658.795	1565.742	26.836
386	88.2	1459.635	12387.082	1519.875	25.254
386	88.3	1375.700	12120.868	1475.410	23.916
386	88.4	1291.999	11859.873	1432.278	22.767
387	87.7	1883.918	13796.536	1761.576	37.748
387	87.8	1799.007	13499.847	1709.397	33.945
387	87.9	1714.239	13210.012	1658.951	31.011
387	88.0	1629.632	12926.645	1610.146	28.681
387	88.1	1545.205	12649.390	1562.893	26.784
387	88.2	1460.975	12377.922	1517.113	25.209
387	88.3	1376.961	12111.937	1472.732	23.876
387	88.4	1293.180	11851.156	1429.680	22.731
388	87.7	1885.662	13786.006	1758.346	37.637
388	87.8	1800.668	13489.637	1706.273	33.858
388	87.9	1715.819	13200.100	1655.928	30.940
388	88.0	1631.131	12917.011	1607.219	28.621
388	88.1	1546.623	12640.018	1560.057	26.733
388	88.2	1462.313	12368.793	1514.365	25.164
388	88.3	1378.219	12103.037	1470.066	23.836
388	88.4	1294.358	11842.469	1427.093	22.695
389	87.7	1887.402	13775.512	1755.130	37.528
389	87.8	1802.327	13479.461	1703.163	33.771
389	87.9	1717.396	13190.222	1652.919	30.869
389	88.0	1632.627	12907.411	1604.305	28.562
389	88.1	1548.038	12630.678	1557.234	26.682
389	88.2	1463.648	12359.696	1511.628	25.120
389	88.3	1379.474	12094.167	1467.413	23.797
389	88.4	1295.534	11833.813	1424.519	22.660
390	87.7	1889.139	13765.055	1751.928	37.419
390	87.8	1803.982	13469.321	1700.066	33.685
390	87.9	1718.969	13180.378	1649.923	30.798
390	88.0	1634.119	12897.844	1601.404	28.503
390	88.1	1549.450	12621.370	1554.424	26.632
390	88.2	1464.980	12350.631	1508.905	25.075
390	88.3	1380.726	12085.329	1464.771	23.757
390	88.4	1296.708	11825.187	1421.956	22.624
391	87.7	1890.872	13754.633	1748.741	37.311
391	87.8	1805.633	13459.215	1696.984	33.599
391	87.9	1720.539	13170.567	1646.940	30.728
391	88.0	1635.608	12888.310	1598.516	28.444
391	88.1	1550.859	12612.094	1551.627	26.581
391	88.2	1466.309	12341.597	1506.194	25.031
391	88.3	1381.976	12076.521	1462.142	23.718
391	88.4	1297.878	11816.591	1419.405	22.589
392	87.7	1892.601	13744.246	1745.568	37.203
392	87.8	1807.280	13449.144	1693.916	33.514
392	87.9	1722.106	13160.790	1643.971	30.659
392	88.0	1637.094	12878.808	1595.642	28.385
392	88.1	1552.265	12602.850	1548.843	26.531
392	88.2	1467.635	12332.594	1503.495	24.987
392	88.3	1383.223	12067.743	1459.525	23.679
392	88.4	1299.047	11808.024	1416.866	22.554
393	87.6	1979.856	14035.822	1795.759	41.987
393	87.7	1894.326	13733.895	1742.409	37.096
393	87.8	1808.925	13439.107	1690.861	33.430
393	87.9	1723.669	13151.047	1641.016	30.590
393	88.0	1638.577	12869.339	1592.780	28.327
393	88.1	1553.668	12593.638	1546.071	26.481
393	88.2	1468.958	12323.621	1500.808	24.943
393	88.3	1384.467	12058.995	1456.920	23.640
393	88.4	1300.212	11799.487	1414.338	22.519
394	87.6	1981.659	14025.171	1792.505	41.849
394	87.7	1896.048	13723.579	1739.265	36.990
394	87.8	1810.565	13429.104	1687.821	33.345
394	87.9	1725.229	13141.336	1638.073	30.521
394	88.0	1640.057	12859.903	1589.932	28.270
394	88.1	1555.067	12584.457	1543.311	26.431
394	88.2	1470.279	12314.680	1498.133	24.900
394	88.3	1385.709	12050.278	1454.326	23.601
394	88.4	1301.376	11790.979	1411.822	22.484
395	87.6	1983.459	14014.556	1789.266	41.711
395	87.7	1897.766	13713.298	1736.134	36.885
395	87.8	1812.202	13419.135	1684.793	33.262
395	87.9	1726.785	13131.659	1635.144	30.452
395	88.0	1641.533	12850.498	1587.096	28.212
395	88.1	1556.464	12575.307	1540.564	26.382
395	88.2	1471.596	12305.769	1495.471	24.857
395	88.3	1386.948	12041.590	1451.744	23.563
395	88.4	1302.536	11782.500	1409.317	22.449
396	87.6	1985.255	14003.977	1786.041	41.574
396	87.7	1899.481	13703.052	1733.018	36.780
396	87.8	1813.836	13409.199	1681.779	33.179
396	87.9	1728.339	13122.014	1632.228	30.384
396	88.0	1643.007	12841.125	1584.272	28.155
396	88.1	1557.858	12566.189	1537.829	26.333
396	88.2	1472.911	12296.888	1492.820	24.814
396	88.3	1388.184	12032.932	1449.174	23.525
396	88.4	1303.695	11774.050	1406.823	22.414
397	87.6	1987.046	13993.434	1782.830	41.438
397	87.7	1901.192	13692.840	1729.915	36.676
397	87.8	1815.467	13399.298	1678.779	33.096
397	87.9	1729.889	13112.403	1629.325	30.317
397	88.0	1644.477	12831.784	1581.462	28.098
397	88.1	1559.249	12557.101	1535.106	26.284
397	88.2	1474.223	12288.038	1490.181	24.771
397	88.3	1389.418	12024.304	1446.615	23.486
397	88.4	1304.850	11765.629	1404.341	22.380
398	87.6	1988.835	13982.926	1779.633	41.303
398	87.7	1902.899	13682.663	1726.825	36.572
398	87.8	1817.093	13389.430	1675.792	33.014
398	87.9	1731.436	13102.823	1626.434	30.250
398	88.0	1645.944	12822.475	1578.664	28.041
398	88.1	1560.637	12548.044	1532.396	26.235
398	88.2	1475.533	12279.218	1487.554	24.728
398	88.3	1390.649	12015.705	1444.068	23.449
398	88.4	1306.004	11757.237	1401.870	22.346
399	87.6	1990.619	13972.453	1776.451	41.169
399	87.7	1904.603	13672.520	1723.750	36.470
399	87.8	1818.717	13379.595	1672.818	32.932
399	87.9	1732.979	13093.276	1623.557	30.183
399	88.0	1647.408	12813.197	1575.878	27.985
399	88.1	1562.022	12539.018	1529.697	26.187
399	88.2	1476.839	12270.427	1484.939	24.686
399	88.3	1391.877	12007.135	1441.532	23.411
399	88.4	1307.155	11748.874	1399.410	22.312
400	87.6	1992.400	13962.016	1773.282	41.036
400	87.7	1906.303	13662.411	1720.688	36.368
400	87.8	1820.337	13369.793	1669.857	32.851
400	87.9	1734.520	13083.761	1620.692	30.116
400	88.0	1648.869	12803.951	1573.104	27.929
400	88.1	1563.404	12530.023	1527.011	26.139
400	88.2	1478.143	12261.667	1482.335	24.644
400	88.3	1393.103	11998.594	1439.007	23.373
400	88.4	1308.303	11740.539	1396.960	22.278
401	87.6	1994.177	13951.613	1770.127	40.904
401	87.7	1908.000	13652.336	1717.639	36.266
401	87.8	1821.953	13360.024	1666.909	32.771
401	87.9	1736.057	13074.278	1617.840	30.050
401	88.0	1650.327	12794.735	1570.343	27.873
401	88.1	1564.784	12521.058	1524.336	26.091
401	88.2	1479.444	12252.936	1479.743	24.602
401	88.3	1394.326	11990.082	1436.494	23.336
401	88.4	1309.449	11732.232	1394.522	22.244
402	87.6	1995.950	13941.246	1766.986	40.773
402	87.7	1909.693	13642.295	1714.604	36.165
402	87.8	1823.567	13350.288	1663.974	32.690
402	87.9	1737.591	13064.827	1615.000	29.984
402	88.0	1651.782	12785.551	1567.594	27.818
402	88.1	1566.160	12512.123	1521.674	26.043
402	88.2	1480.742	12244.234	1477.163	24.560
402	88.3	1395.547	11981.599	1433.992	23.298
402	88.4	1310.593	11723.953	1392.095	22.210
403	87.6	1997.720	13930.913	1763.859	40.642
403	87.7	1911.382	13632.288	1711.582	36.065
403	87.8	1825.177	13340.584	1661.052	32.611
403	87.9	1739.121	13055.408	1612.173	29.919
403	88.0	1653.234	12776.397	1564.857	27.763
403	88.1	1567.533	12503.218	1519.023	25.996
403	88.2	1482.038	12235.562	1474.594	24.518
403	88.3	1396.765	11973.144	1431.500	23.261
403	88.4	1311.734	11715.702	1389.678	22.177
404	87.6	1999.485	13920.614	1760.746	40.513
404	87.7	1913.068	13622.313	1708.574	35.966
404	87.8	1826.783	13330.913	1658.143	32.531
404	87.9	1740.649	13046.020	1609.359	29.854
404	88.0	1654.683	12767.274	1562.132	27.708
404	88.1	1568.904	12494.343	1516.383	25.948
404	88.2	1483.330	12226.919	1472.036	24.477
404	88.3	1397.980	11964.718	1429.020	23.224
404	88.4	1312.872	11707.479	1387.272	22.144
405	87.6	2001.248	13910.349	1757.645	40.384
405	87.7	1914.751	13612.372	1705.578	35.867
405	87.8	1828.386	13321.274	1655.246	32.453
405	87.9	1742.173	13036.663	1606.556	29.789
405	88.0	1656.129	12758.182	1559.419	27.653
405	88.1	1570.272	12485.497	1513.755	25.901
405	88.2	1484.621	12218.304	1469.489	24.435
405	88.3	1399.193	11956.320	1426.551	23.188
405	88.4	1314.009	11699.284	1384.877	22.110
406	87.6	2003.006	13900.119	1754.559	40.256
406	87.7	1916.430	13602.464	1702.595	35.769
406	87.8	1829.986	13311.667	1652.362	32.374
406	87.9	1743.694	13027.338	1603.766	29.725
406	88.0	1657.571	12749.120	1556.718	27.599
406	88.1	1571.637	12476.681	1511.139	25.855
406	88.2	1485.908	12209.719	1466.954	24.394
406	88.3	1400.404	11947.951	1424.093	23.151
406	88.4	1315.143	11691.116	1382.492	22.077
407	87.6	2004.761	13889.923	1751.485	40.130
407	87.7	1918.105	13592.589	1699.625	35.671
407	87.8	1831.583	13302.092	1649.491	32.296
407	87.9	1745.212	13018.044	1600.988	29.661
407	88.0	1659.011	12740.088	1554.029	27.545
407	88.1	1572.999	12467.895	1508.534	25.808
407	88.2	1487.193	12201.162	1464.429	24.354
407	88.3	1401.612	11939.609	1421.645	23.115
407	88.4	1316.274	11682.975	1380.118	22.044
408	87.6	2006.513	13879.760	1748.425	40.004
408	87.7	1919.777	13582.746	1696.669	35.574
408	87.8	1833.176	13292.548	1646.632	32.219
408	87.9	1746.727	13008.780	1598.222	29.597
408	88.0	1660.448	12731.086	1551.351	27.492
408	88.1	1574.358	12459.138	1505.941	25.762
408	88.2	1488.475	12192.634	1461.916	24.313
408	88.3	1402.817	11931.295	1419.209	23.079
408	88.4	1317.404	11674.862	1377.754	22.012
409	87.6	2008.260	13869.631	1745.379	39.879
409	87.7	1921.446	13572.936	1693.724	35.478
409	87.8	1834.766	13283.037	1643.785	32.142
409	87.9	1748.238	12999.547	1595.468	29.534
409	88.0	1661.882	12722.113	1548.685	27.438
409	88.1	1575.714	12450.410	1503.359	25.716
409	88.2	1489.754	12184.134	1459.414	24.272
409	88.3	1404.020	11923.009	1416.782	23.042
409	88.4	1318.531	11666.776	1375.401	21.979
410	87.6	2010.005	13859.535	1742.345	39.754
