E	alpha	r1	L	H	gamma
eV	deg	mm	mm	mm	deg
611	88.4	1507.761	10442.634	1045.788	17.446
612	87.4	2504.628	12840.010	1392.371	29.469
612	87.5	2403.998	12583.392	1353.272	27.178
612	87.6	2303.541	12330.908	1315.255	25.316
612	87.7	2203.278	12082.354	1278.269	23.770
612	87.8	2103.228	11837.538	1242.267	22.464
612	87.9	2003.412	11596.282	1207.205	21.342
612	88.0	1903.849	11358.424	1173.043	20.366
612	88.1	1804.560	11123.811	1139.741	19.506
612	88.2	1705.566	10892.301	1107.264	18.741
612	88.3	1606.888	10663.763	1075.579	18.053
612	88.4	1508.545	10438.074	1044.654	17.430
613	87.4	2505.960	12833.951	1390.785	29.409
613	87.5	2405.272	12577.530	1351.742	27.129
613	87.6	2304.759	12325.232	1313.778	25.276
613	87.7	2204.440	12076.851	1276.843	23.736
613	87.8	2104.335	11832.198	1240.890	22.435
613	87.9	2004.464	11591.095	1205.874	21.317
613	88.0	1904.847	11353.381	1171.755	20.343
613	88.1	1805.504	11118.903	1138.495	19.486
613	88.2	1706.456	10887.520	1106.058	18.722
613	88.3	1607.724	10659.102	1074.411	18.036
613	88.4	1509.328	10433.525	1043.523	17.415
614	87.4	2507.289	12827.908	1389.204	29.349
614	87.5	2406.545	12571.683	1350.217	27.081
614	87.6	2305.976	12319.569	1312.307	25.236
614	87.7	2205.601	12071.361	1275.422	23.703
614	87.8	2105.441	11826.871	1239.516	22.406
614	87.9	2005.515	11585.921	1204.546	21.291
614	88.0	1905.843	11348.351	1170.471	20.321
614	88.1	1806.446	11114.007	1137.253	19.466
614	88.2	1707.344	10882.751	1104.856	18.704
614	88.3	1608.558	10654.452	1073.247	18.020
614	88.4	1510.110	10428.988	1042.395	17.400
615	87.4	2508.616	12821.879	1387.628	29.290
615	87.5	2407.816	12565.850	1348.697	27.033
615	87.6	2307.191	12313.920	1310.839	25.196
615	87.7	2206.760	12065.885	1274.005	23.669
615	87.8	2106.545	11821.557	1238.147	22.377
615	87.9	2006.564	11580.760	1203.223	21.266
615	88.0	1906.838	11343.332	1169.191	20.298
615	88.1	1807.386	11109.124	1136.014	19.445
615	88.2	1708.231	10877.994	1103.657	18.686
615	88.3	1609.392	10649.813	1072.086	18.003
615	88.4	1510.891	10424.460	1041.270	17.384
616	87.4	2509.941	12815.865	1386.057	29.231
616	87.5	2409.084	12560.032	1347.181	26.985
616	87.6	2308.403	12308.285	1309.376	25.156
616	87.7	2207.918	12060.422	1272.592	23.635
616	87.8	2107.647	11816.256	1236.782	22.348
616	87.9	2007.611	11575.611	1201.903	21.241
616	88.0	1907.831	11338.326	1167.915	20.276
616	88.1	1808.326	11104.252	1134.780	19.425
616	88.2	1709.116	10873.248	1102.462	18.668
616	88.3	1610.224	10645.186	1070.929	17.986
616	88.4	1511.670	10419.944	1040.149	17.369
617	87.4	2511.264	12809.867	1384.490	29.172
617	87.5	2410.351	12554.228	1345.670	26.938
617	87.6	2309.614	12302.664	1307.917	25.117
617	87.7	2209.073	12054.973	1271.183	23.602
617	87.8	2108.747	11810.967	1235.421	22.319
617	87.9	2008.657	11570.474	1200.588	21.216
617	88.0	1908.822	11333.332	1166.643	20.254
617	88.1	1809.263	11099.391	1133.548	19.405
617	88.2	1710.001	10868.514	1101.270	18.650
617	88.3	1611.055	10640.570	1069.775	17.970
617	88.4	1512.448	10415.439	1039.031	17.354
618	87.4	2512.584	12803.883	1382.928	29.114
618	87.5	2411.616	12548.438	1344.163	26.890
618	87.6	2310.824	12297.057	1306.463	25.077
618	87.7	2210.227	12049.537	1269.778	23.569
618	87.8	2109.846	11805.692	1234.064	22.290
618	87.9	2009.701	11565.350	1199.276	21.190
618	88.0	1909.812	11328.350	1165.374	20.231
618	88.1	1810.199	11094.543	1132.321	19.385
618	88.2	1710.883	10863.790	1100.082	18.632
618	88.3	1611.885	10635.964	1068.624	17.953
618	88.4	1513.225	10410.944	1037.917	17.339
619	87.4	2513.903	12797.913	1381.371	29.056
619	87.5	2412.879	12542.662	1342.660	26.843
619	87.6	2312.031	12291.463	1305.012	25.038
619	87.7	2211.379	12044.114	1268.378	23.536
619	87.8	2110.943	11800.430	1232.711	22.262
619	87.9	2010.744	11560.238	1197.968	21.165
619	88.0	1910.801	11323.380	1164.109	20.209
619	88.1	1811.134	11089.706	1131.097	19.366
619	88.2	1711.765	10859.079	1098.897	18.614
619	88.3	1612.713	10631.370	1067.477	17.937
619	88.4	1514.001	10406.461	1036.805	17.323
620	87.4	2515.220	12791.959	1379.818	28.998
620	87.5	2414.140	12536.901	1341.162	26.796
620	87.6	2313.236	12285.883	1303.566	24.999
620	87.7	2212.529	12038.704	1266.982	23.503
620	87.8	2112.039	11795.180	1231.361	22.233
620	87.9	2011.785	11555.139	1196.663	21.141
620	88.0	1911.788	11318.422	1162.848	20.187
620	88.1	1812.067	11084.880	1129.877	19.346
620	88.2	1712.645	10854.378	1097.716	18.596
620	88.3	1613.540	10626.787	1066.333	17.921
620	88.4	1514.776	10401.987	1035.697	17.308
621	87.4	2516.535	12786.019	1378.270	28.941
621	87.5	2415.399	12531.154	1339.668	26.750
621	87.6	2314.440	12280.316	1302.125	24.961
621	87.7	2213.678	12033.308	1265.589	23.470
621	87.8	2113.133	11789.943	1230.016	22.205
621	87.9	2012.824	11550.052	1195.363	21.116
621	88.0	1912.773	11313.476	1161.590	20.165
621	88.1	1812.999	11080.067	1128.660	19.326
621	88.2	1713.523	10849.689	1096.538	18.578
621	88.3	1614.366	10622.214	1065.193	17.904
621	88.4	1515.549	10397.525	1034.593	17.293
622	87.4	2517.848	12780.094	1376.726	28.884
622	87.5	2416.656	12525.421	1338.179	26.703
622	87.6	2315.642	12274.764	1300.687	24.922
622	87.7	2214.824	12027.924	1264.201	23.437
622	87.8	2114.225	11784.719	1228.675	22.177
622	87.9	2013.862	11544.977	1194.067	21.091
622	88.0	1913.757	11308.541	1160.336	20.143
622	88.1	1813.930	11075.265	1127.447	19.306
622	88.2	1714.401	10845.011	1095.364	18.560
622	88.3	1615.191	10617.653	1064.056	17.888
622	88.4	1516.322	10393.073	1033.491	17.278
623	87.4	2519.159	12774.183	1375.186	28.827
623	87.5	2417.911	12519.702	1336.694	26.657
623	87.6	2316.841	12269.224	1299.254	24.884
623	87.7	2215.969	12022.554	1262.817	23.404
623	87.8	2115.315	11779.507	1227.338	22.149
623	87.9	2014.898	11539.914	1192.774	21.066
623	88.0	1914.739	11303.619	1159.086	20.121
623	88.1	1814.859	11070.474	1126.237	19.287
623	88.2	1715.277	10840.344	1094.193	18.542
623	88.3	1616.014	10613.102	1062.922	17.872
623	88.4	1517.093	10388.632	1032.393	17.263
624	87.4	2520.468	12768.287	1373.652	28.770
624	87.5	2419.164	12513.996	1335.214	26.611
624	87.6	2318.039	12263.698	1297.825	24.845
624	87.7	2217.113	12017.196	1261.437	23.372
624	87.8	2116.404	11774.308	1226.004	22.121
624	87.9	2015.933	11534.864	1191.485	21.042
624	88.0	1915.720	11298.708	1157.839	20.100
624	88.1	1815.786	11065.695	1125.031	19.267
624	88.2	1716.151	10835.688	1093.026	18.524
624	88.3	1616.836	10608.563	1061.792	17.855
624	88.4	1517.863	10384.201	1031.298	17.248
625	87.4	2521.774	12762.405	1372.121	28.714
625	87.5	2420.416	12508.305	1333.737	26.565
625	87.6	2319.236	12258.186	1296.400	24.807
625	87.7	2218.254	12011.852	1260.061	23.340
625	87.8	2117.491	11769.121	1224.675	22.093
625	87.9	2016.966	11529.826	1190.200	21.017
625	88.0	1916.700	11293.809	1156.597	20.078
625	88.1	1816.712	11060.927	1123.829	19.248
625	88.2	1717.025	10831.044	1091.862	18.507
625	88.3	1617.657	10604.034	1060.665	17.839
625	88.4	1518.631	10379.781	1030.206	17.233
626	87.4	2523.079	12756.538	1370.595	28.658
626	87.5	2421.665	12502.628	1332.265	26.520
626	87.6	2320.430	12252.687	1294.979	24.769
626	87.7	2219.394	12006.520	1258.689	23.307
626	87.8	2118.576	11763.947	1223.349	22.065
626	87.9	2017.998	11524.800	1188.918	20.993
626	88.0	1917.678	11288.922	1155.357	20.056
626	88.1	1817.637	11056.170	1122.630	19.228
626	88.2	1717.897	10826.410	1090.702	18.489
626	88.3	1618.477	10599.516	1059.541	17.823
626	88.4	1519.399	10375.372	1029.118	17.218
627	87.4	2524.382	12750.685	1369.074	28.602
627	87.5	2422.913	12496.964	1330.797	26.474
627	87.6	2321.623	12247.201	1293.562	24.732
627	87.7	2220.532	12001.202	1257.320	23.275
627	87.8	2119.660	11758.785	1222.027	22.037
627	87.9	2019.028	11519.785	1187.640	20.969
627	88.0	1918.654	11284.047	1154.122	20.035
627	88.1	1818.561	11051.425	1121.434	19.209
627	88.2	1718.767	10821.787	1089.544	18.472
627	88.3	1619.295	10595.008	1058.420	17.807
627	88.4	1520.165	10370.972	1028.032	17.204
628	87.4	2525.683	12744.846	1367.557	28.547
628	87.5	2424.158	12491.314	1329.334	26.429
628	87.6	2322.813	12241.729	1292.150	24.694
628	87.7	2221.668	11995.896	1255.956	23.243
628	87.8	2120.742	11753.636	1220.709	22.010
628	87.9	2020.056	11514.783	1186.366	20.945
628	88.0	1919.629	11279.183	1152.889	20.013
628	88.1	1819.483	11046.691	1120.242	19.190
628	88.2	1719.637	10817.176	1088.391	18.454
628	88.3	1620.112	10590.511	1057.303	17.791
628	88.4	1520.930	10366.583	1026.950	17.189
629	87.4	2526.982	12739.022	1366.044	28.492
629	87.5	2425.402	12485.678	1327.875	26.384
629	87.6	2324.002	12236.269	1290.741	24.657
629	87.7	2222.803	11990.603	1254.596	23.212
629	87.8	2121.823	11748.499	1219.395	21.982
629	87.9	2021.083	11509.793	1185.096	20.920
629	88.0	1920.603	11274.331	1151.661	19.992
629	88.1	1820.403	11041.969	1119.053	19.170
629	88.2	1720.505	10812.575	1087.240	18.437
629	88.3	1620.928	10586.025	1056.189	17.775
629	88.4	1521.694	10362.205	1025.871	17.174
630	87.4	2528.279	12733.211	1364.536	28.437
630	87.5	2426.644	12480.055	1326.420	26.340
630	87.6	2325.190	12230.823	1289.337	24.619
630	87.7	2223.935	11985.322	1253.240	23.180
630	87.8	2122.902	11743.374	1218.084	21.955
630	87.9	2022.108	11504.815	1183.829	20.896
630	88.0	1921.575	11269.490	1150.436	19.971
630	88.1	1821.322	11037.258	1117.868	19.151
630	88.2	1721.371	10807.985	1086.093	18.419
630	88.3	1621.742	10581.550	1055.078	17.759
630	88.4	1522.457	10357.837	1024.795	17.159
631	87.4	2529.574	12727.415	1363.032	28.382
631	87.5	2427.884	12474.447	1324.969	26.295
631	87.6	2326.375	12225.390	1287.936	24.582
631	87.7	2225.067	11980.054	1251.887	23.148
631	87.8	2123.979	11738.262	1216.778	21.927
631	87.9	2023.132	11499.848	1182.566	20.872
631	88.0	1922.545	11264.661	1149.214	19.949
631	88.1	1822.240	11032.557	1116.687	19.132
631	88.2	1722.237	10803.406	1084.949	18.402
631	88.3	1622.556	10577.085	1053.971	17.743
631	88.4	1523.219	10353.479	1023.722	17.145
632	87.4	2530.867	12721.633	1361.533	28.328
632	87.5	2429.122	12468.851	1323.522	26.251
632	87.6	2327.558	12219.970	1286.540	24.545
632	87.7	2226.196	11974.799	1250.539	23.117
632	87.8	2125.054	11733.162	1215.475	21.900
632	87.9	2024.154	11494.894	1181.307	20.849
632	88.0	1923.514	11259.843	1147.997	19.928
632	88.1	1823.156	11027.868	1115.508	19.113
632	88.2	1723.101	10798.838	1083.809	18.385
632	88.3	1623.368	10572.630	1052.866	17.728
632	88.4	1523.980	10349.131	1022.652	17.130
633	87.4	2532.158	12715.865	1360.038	28.274
633	87.5	2430.358	12463.269	1322.080	26.207
633	87.6	2328.740	12214.563	1285.148	24.509
633	87.7	2227.324	11969.557	1249.194	23.086
633	87.8	2126.128	11728.074	1214.176	21.873
633	87.9	2025.174	11489.951	1180.051	20.825
633	88.0	1924.482	11255.037	1146.782	19.907
633	88.1	1824.071	11023.190	1114.333	19.094
633	88.2	1723.963	10794.281	1082.671	18.367
633	88.3	1624.179	10568.186	1051.765	17.712
633	88.4	1524.739	10344.794	1021.585	17.116
634	87.4	2533.447	12710.111	1358.547	28.221
634	87.5	2431.593	12457.701	1320.642	26.163
634	87.6	2329.920	12209.170	1283.760	24.472
634	87.7	2228.450	11964.327	1247.854	23.054
634	87.8	2127.201	11722.998	1212.880	21.846
634	87.9	2026.193	11485.020	1178.799	20.801
634	88.0	1925.448	11250.242	1145.571	19.886
634	88.1	1824.985	11018.523	1113.162	19.075
634	88.2	1724.825	10789.734	1081.537	18.350
634	88.3	1624.988	10563.753	1050.667	17.696
634	88.4	1525.497	10340.467	1020.522	17.101
635	87.4	2534.734	12704.371	1357.060	28.167
635	87.5	2432.825	12452.146	1319.207	26.119
635	87.6	2331.098	12203.789	1282.375	24.435
635	87.7	2229.574	11959.109	1246.517	23.023
635	87.8	2128.271	11717.934	1211.589	21.819
635	87.9	2027.211	11480.100	1177.550	20.778
635	88.0	1926.413	11245.458	1144.364	19.865
635	88.1	1825.897	11013.867	1111.994	19.056
635	88.2	1725.685	10785.198	1080.407	18.333
635	88.3	1625.797	10559.330	1049.572	17.680
635	88.4	1526.254	10336.149	1019.461	17.087
636	87.4	2536.020	12698.645	1355.578	28.114
636	87.5	2434.056	12446.605	1317.777	26.076
636	87.6	2332.275	12198.421	1280.995	24.399
636	87.7	2230.696	11953.904	1245.184	22.992
636	87.8	2129.340	11712.882	1210.301	21.793
636	87.9	2028.227	11475.193	1176.305	20.754
636	88.0	1927.376	11240.686	1143.160	19.844
636	88.1	1826.808	11009.222	1110.829	19.038
636	88.2	1726.544	10780.673	1079.279	18.316
636	88.3	1626.604	10554.917	1048.481	17.665
636	88.4	1527.010	10331.842	1018.404	17.072
637	87.4	2537.303	12692.932	1354.100	28.061
637	87.5	2435.285	12441.077	1316.351	26.033
637	87.6	2333.450	12193.065	1279.619	24.363
637	87.7	2231.817	11948.712	1243.855	22.962
637	87.8	2130.408	11707.842	1209.017	21.766
637	87.9	2029.241	11470.297	1175.064	20.731
637	88.0	1928.338	11235.925	1141.959	19.823
637	88.1	1827.717	11004.588	1109.667	19.019
637	88.2	1727.401	10776.158	1078.155	18.299
637	88.3	1627.410	10550.514	1047.392	17.649
637	88.4	1527.765	10327.545	1017.349	17.058
638	87.4	2538.584	12687.234	1352.626	28.008
638	87.5	2436.512	12435.562	1314.930	25.990
638	87.6	2334.622	12187.723	1278.246	24.327
638	87.7	2232.936	11943.532	1242.529	22.931
638	87.8	2131.474	11702.815	1207.736	21.739
638	87.9	2030.254	11465.412	1173.826	20.707
638	88.0	1929.298	11231.175	1140.762	19.802
638	88.1	1828.625	10999.965	1108.509	19.000
638	88.2	1728.257	10771.654	1077.034	18.282
638	88.3	1628.215	10546.122	1046.307	17.634
638	88.4	1528.519	10323.258	1016.298	17.044
639	87.4	2539.864	12681.549	1351.156	27.956
639	87.5	2437.737	12430.060	1313.512	25.947
639	87.6	2335.794	12182.393	1276.878	24.291
639	87.7	2234.054	11938.364	1241.208	22.900
639	87.8	2132.538	11697.799	1206.459	21.713
639	87.9	2031.265	11460.539	1172.592	20.684
639	88.0	1930.257	11226.436	1139.568	19.782
639	88.1	1829.532	10995.353	1107.354	18.982
639	88.2	1729.112	10767.160	1075.916	18.265
639	88.3	1629.018	10541.740	1045.224	17.618
639	88.4	1529.272	10318.982	1015.249	17.029
640	87.4	2541.141	12675.878	1349.691	27.904
640	87.5	2438.960	12424.571	1312.098	25.904
640	87.6	2336.963	12177.076	1275.513	24.255
640	87.7	2235.170	11933.208	1239.890	22.870
640	87.8	2133.601	11692.795	1205.186	21.686
640	87.9	2032.275	11455.677	1171.361	20.661
640	88.0	1931.214	11221.709	1138.378	19.761
640	88.1	1830.437	10990.751	1106.203	18.963
640	88.2	1729.966	10762.677	1074.802	18.248
640	88.3	1629.821	10537.369	1044.145	17.603
640	88.4	1530.023	10314.715	1014.204	17.015
641	87.4	2542.417	12670.220	1348.230	27.852
641	87.5	2440.181	12419.096	1310.688	25.862
641	87.6	2338.131	12171.772	1274.152	24.220
641	87.7	2236.284	11928.065	1238.576	22.840
641	87.8	2134.662	11687.802	1203.916	21.660
641	87.9	2033.284	11450.827	1170.134	20.638
641	88.0	1932.170	11216.992	1137.191	19.740
641	88.1	1831.341	10986.160	1105.054	18.944
641	88.2	1730.818	10758.205	1073.690	18.231
641	88.3	1630.622	10533.007	1043.069	17.587
641	88.4	1530.773	10310.457	1013.162	17.001
642	87.4	2543.691	12664.576	1346.773	27.801
642	87.5	2441.401	12413.634	1309.283	25.819
642	87.6	2339.296	12166.481	1272.795	24.184
642	87.7	2237.396	11922.933	1237.265	22.809
642	87.8	2135.721	11682.822	1202.650	21.634
642	87.9	2034.290	11445.989	1168.910	20.615
642	88.0	1933.125	11212.287	1136.008	19.720
642	88.1	1832.244	10981.580	1103.909	18.926
642	88.2	1731.670	10753.743	1072.582	18.215
642	88.3	1631.422	10528.656	1041.996	17.572
642	88.4	1531.523	10306.210	1012.122	16.987
643	87.4	2544.963	12658.946	1345.320	27.749
643	87.5	2442.619	12408.184	1307.881	25.777
643	87.6	2340.460	12161.202	1271.442	24.149
643	87.7	2238.507	11917.814	1235.959	22.779
643	87.8	2136.779	11677.853	1201.388	21.608
643	87.9	2035.296	11441.161	1167.690	20.592
643	88.0	1934.078	11207.593	1134.828	19.700
643	88.1	1833.145	10977.011	1102.768	18.908
643	88.2	1732.519	10749.291	1071.477	18.198
643	88.3	1632.221	10524.315	1040.926	17.557
643	88.4	1532.271	10301.973	1011.086	16.973
644	87.4	2546.233	12653.329	1343.871	27.698
644	87.5	2443.835	12402.748	1306.483	25.735
644	87.6	2341.623	12155.935	1270.093	24.114
644	87.7	2239.616	11912.707	1234.656	22.749
644	87.8	2137.835	11672.896	1200.129	21.582
644	87.9	2036.299	11436.345	1166.473	20.569
644	88.0	1935.029	11202.909	1133.651	19.679
644	88.1	1834.045	10972.452	1101.629	18.889
644	88.2	1733.368	10744.849	1070.375	18.181
644	88.3	1633.018	10519.983	1039.859	17.541
644	88.4	1533.018	10297.745	1010.052	16.958
645	87.4	2547.501	12647.726	1342.426	27.647
645	87.5	2445.049	12397.325	1305.089	25.694
645	87.6	2342.784	12150.681	1268.748	24.079
645	87.7	2240.724	11907.612	1233.357	22.719
645	87.8	2138.890	11667.951	1198.873	21.556
645	87.9	2037.302	11431.541	1165.259	20.546
645	88.0	1935.980	11198.237	1132.477	19.659
645	88.1	1834.944	10967.904	1100.494	18.871
645	88.2	1734.215	10740.418	1069.276	18.165
645	88.3	1633.815	10515.662	1038.795	17.526
645	88.4	1533.763	10293.528	1009.022	16.944
646	87.4	2548.767	12642.136	1340.986	27.597
646	87.5	2446.261	12391.915	1303.699	25.652
646	87.6	2343.942	12145.439	1267.406	24.044
646	87.7	2241.830	11902.529	1232.061	22.690
646	87.8	2139.943	11663.017	1197.622	21.530
646	87.9	2038.303	11426.747	1164.049	20.523
646	88.0	1936.928	11193.575	1131.307	19.639
646	88.1	1835.841	10963.367	1099.362	18.853
646	88.2	1735.061	10735.998	1068.180	18.148
646	88.3	1634.610	10511.351	1037.734	17.511
646	88.4	1534.508	10289.320	1007.994	16.930
647	87.4	2550.031	12636.559	1339.549	27.547
647	87.5	2447.472	12386.517	1302.314	25.611
647	87.6	2345.100	12140.210	1266.069	24.010
647	87.7	2242.934	11897.459	1230.769	22.660
647	87.8	2140.995	11658.095	1196.373	21.504
647	87.9	2039.302	11421.965	1162.843	20.501
647	88.0	1937.876	11188.925	1130.140	19.619
647	88.1	1836.737	10958.840	1098.233	18.835
647	88.2	1735.906	10731.587	1067.088	18.132
647	88.3	1635.404	10507.050	1036.676	17.496
647	88.4	1535.252	10285.121	1006.969	16.916
648	87.4	2551.293	12630.996	1338.116	27.497
648	87.5	2448.681	12381.132	1300.932	25.570
648	87.6	2346.255	12134.993	1264.735	23.975
648	87.7	2244.036	11892.400	1229.481	22.631
648	87.8	2142.045	11653.185	1195.129	21.479
648	87.9	2040.300	11417.194	1161.639	20.478
648	88.0	1938.822	11184.285	1128.977	19.598
648	88.1	1837.632	10954.324	1097.107	18.817
648	88.2	1736.749	10727.187	1065.998	18.115
648	88.3	1636.197	10502.759	1035.621	17.481
648	88.4	1535.994	10280.933	1005.947	16.903
649	87.4	2552.554	12625.446	1336.688	27.447
649	87.5	2449.888	12375.760	1299.553	25.529
649	87.6	2347.409	12129.789	1263.404	23.941
649	87.7	2245.137	11887.352	1228.196	22.601
649	87.8	2143.093	11648.285	1193.888	21.453
649	87.9	2041.296	11412.434	1160.440	20.456
649	88.0	1939.766	11179.656	1127.817	19.578
649	88.1	1838.525	10949.818	1095.984	18.799
649	88.2	1737.592	10722.796	1064.912	18.099
649	88.3	1636.988	10498.477	1034.569	17.466
649	88.4	1536.736	10276.754	1004.928	16.889
650	87.4	2553.812	12619.909	1335.264	27.397
650	87.5	2451.093	12370.401	1298.179	25.488
650	87.6	2348.561	12124.597	1262.078	23.906
650	87.7	2246.237	11882.317	1226.915	22.572
650	87.8	2144.140	11643.398	1192.650	21.428
650	87.9	2042.291	11407.685	1159.243	20.433
650	88.0	1940.710	11175.037	1126.660	19.558
650	88.1	1839.417	10945.322	1094.865	18.781
650	88.2	1738.433	10718.416	1063.828	18.083
650	88.3	1637.779	10494.206	1033.520	17.451
650	88.4	1537.476	10272.584	1003.912	16.875
651	87.4	2555.069	12614.385	1333.843	27.348
651	87.5	2452.296	12365.055	1296.809	25.447
651	87.6	2349.711	12119.417	1260.755	23.872
651	87.7	2247.334	11877.294	1225.638	22.543
651	87.8	2145.185	11638.522	1191.416	21.402
651	87.9	2043.284	11402.947	1158.050	20.411
651	88.0	1941.651	11170.430	1125.506	19.539
651	88.1	1840.307	10940.837	1093.749	18.763
651	88.2	1739.272	10714.046	1062.748	18.066
651	88.3	1638.568	10489.944	1032.474	17.436
651	88.4	1538.215	10268.424	1002.899	16.861
652	87.4	2556.324	12608.875	1332.427	27.299
652	87.5	2453.498	12359.721	1295.442	25.407
652	87.6	2350.860	12114.249	1259.436	23.838
652	87.7	2248.430	11872.282	1224.364	22.514
652	87.8	2146.229	11633.657	1190.185	21.377
652	87.9	2044.276	11398.221	1156.860	20.389
652	88.0	1942.592	11165.833	1124.355	19.519
652	88.1	1841.197	10936.362	1092.636	18.745
652	88.2	1740.111	10709.687	1061.671	18.050
652	88.3	1639.356	10485.692	1031.431	17.421
652	88.4	1538.953	10264.274	1001.889	16.847
653	87.4	2557.577	12603.377	1331.014	27.250
653	87.5	2454.697	12354.400	1294.080	25.367
653	87.6	2352.007	12109.093	1258.121	23.805
653	87.7	2249.525	11867.282	1223.094	22.485
653	87.8	2147.271	11628.803	1188.957	21.352
653	87.9	2045.267	11393.505	1155.674	20.367
653	88.0	1943.531	11161.247	1123.208	19.499
653	88.1	1842.084	10931.898	1091.526	18.727
653	88.2	1740.948	10705.337	1060.596	18.034
653	88.3	1640.143	10481.450	1030.391	17.406
653	88.4	1539.690	10260.133	1000.881	16.834
654	87.4	2558.828	12597.893	1329.606	27.202
654	87.5	2455.895	12349.091	1292.721	25.327
654	87.6	2353.152	12103.950	1256.809	23.771
654	87.7	2250.617	11862.294	1221.827	22.456
654	87.8	2148.312	11623.961	1187.733	21.327
654	87.9	2046.256	11388.800	1154.491	20.344
654	88.0	1944.468	11156.671	1122.064	19.479
654	88.1	1842.971	10927.444	1090.419	18.709
654	88.2	1741.784	10700.997	1059.525	18.018
654	88.3	1640.929	10477.218	1029.353	17.391
654	88.4	1540.426	10256.002	999.876	16.820
655	87.4	2560.078	12592.421	1328.201	27.153
655	87.5	2457.092	12343.795	1291.366	25.287
655	87.6	2354.295	12098.818	1255.501	23.737
655	87.7	2251.709	11857.317	1220.564	22.427
655	87.8	2149.351	11619.130	1186.513	21.302
655	87.9	2047.243	11384.106	1153.311	20.322
655	88.0	1945.405	11152.106	1120.923	19.460
655	88.1	1843.856	10923.000	1089.315	18.692
655	88.2	1742.619	10696.667	1058.457	18.002
655	88.3	1641.713	10472.995	1028.319	17.377
655	88.4	1541.161	10251.880	998.874	16.806
656	87.4	2561.325	12586.963	1326.801	27.105
656	87.5	2458.286	12338.511	1290.014	25.247
656	87.6	2355.437	12093.699	1254.197	23.704
656	87.7	2252.798	11852.352	1219.304	22.399
656	87.8	2150.389	11614.310	1185.296	21.277
656	87.9	2048.229	11379.423	1152.135	20.300
656	88.0	1946.340	11147.551	1119.785	19.440
656	88.1	1844.740	10918.566	1088.214	18.674
656	88.2	1743.452	10692.347	1057.391	17.985
656	88.3	1642.497	10468.782	1027.287	17.362
656	88.4	1541.895	10247.768	997.875	16.793
657	87.4	2562.571	12581.517	1325.404	27.057
657	87.5	2459.479	12333.240	1288.667	25.208
657	87.6	2356.577	12088.591	1252.896	23.671
657	87.7	2253.886	11847.399	1218.048	22.370
657	87.8	2151.425	11609.502	1184.082	21.252
657	87.9	2049.214	11374.751	1150.961	20.279
657	88.0	1947.273	11143.007	1118.651	19.420
657	88.1	1845.623	10914.142	1087.117	18.656
657	88.2	1744.285	10688.037	1056.329	17.969
657	88.3	1643.279	10464.579	1026.259	17.347
657	88.4	1542.627	10243.665	996.879	16.779
658	87.4	2563.815	12576.084	1324.011	27.010
658	87.5	2460.670	12327.981	1287.323	25.168
658	87.6	2357.716	12083.496	1251.599	23.638
658	87.7	2254.972	11842.457	1216.795	22.342
658	87.8	2152.459	11604.704	1182.872	21.228
658	87.9	2050.197	11370.089	1149.791	20.257
658	88.0	1948.205	11138.473	1117.519	19.401
658	88.1	1846.504	10909.729	1086.022	18.639
658	88.2	1745.116	10683.737	1055.270	17.954
658	88.3	1644.060	10460.385	1025.233	17.332
658	88.4	1543.359	10239.571	995.885	16.765
659	87.4	2565.057	12570.664	1322.622	26.962
659	87.5	2461.859	12322.734	1285.983	25.129
659	87.6	2358.853	12078.412	1250.305	23.605
659	87.7	2256.057	11837.526	1215.546	22.313
659	87.8	2153.492	11599.918	1181.665	21.203
659	87.9	2051.179	11365.438	1148.625	20.235
659	88.0	1949.136	11133.950	1116.391	19.382
659	88.1	1847.385	10905.326	1084.930	18.621
659	88.2	1745.946	10679.446	1054.213	17.938
659	88.3	1644.840	10456.201	1024.210	17.318
659	88.4	1544.089	10235.486	994.895	16.752
660	87.4	2566.297	12565.257	1321.237	26.915
660	87.5	2463.046	12317.500	1284.647	25.090
660	87.6	2359.988	12073.340	1249.015	23.572
660	87.7	2257.140	11832.607	1214.300	22.285
660	87.8	2154.524	11595.143	1180.461	21.178
660	87.9	2052.159	11360.798	1147.461	20.213
660	88.0	1950.065	11129.437	1115.266	19.362
660	88.1	1848.263	10900.933	1083.842	18.604
660	88.2	1746.774	10675.166	1053.159	17.922
660	88.3	1645.619	10452.026	1023.190	17.303
660	88.4	1544.819	10231.411	993.907	16.739
661	87.4	2567.535	12559.863	1319.856	26.868
661	87.5	2464.232	12312.278	1283.314	25.052
661	87.6	2361.121	12068.280	1247.729	23.539
661	87.7	2258.222	11827.700	1213.058	22.257
661	87.8	2155.554	11590.378	1179.261	21.154
661	87.9	2053.138	11356.169	1146.301	20.192
661	88.0	1950.993	11124.935	1114.144	19.343
661	88.1	1849.141	10896.549	1082.756	18.586
661	88.2	1747.602	10670.895	1052.109	17.906
661	88.3	1646.397	10447.861	1022.173	17.289
661	88.4	1545.547	10227.345	992.921	16.725
662	87.4	2568.772	12554.481	1318.478	26.821
662	87.5	2465.416	12307.068	1281.985	25.013
662	87.6	2362.253	12063.232	1246.446	23.506
662	87.7	2259.302	11822.804	1211.819	22.229
662	87.8	2156.582	11585.625	1178.064	21.130
662	87.9	2054.115	11351.550	1145.144	20.170
662	88.0	1951.920	11120.443	1113.025	19.324
