# DIAMOND LIGHT SOURCE
# Instrument: I20-XAS Date: Thu, 30 May 2013 21:39:16 BST
# Ring energy: 3.00095 GeV
# Initial ring current: 298.25784 mA
# Filling mode: Standby
# Wiggler gap selected: 20.00000 mm
#  
# Primary slits:  vertical gap= 0.12004 mm; horizontal gap= 0.80012 mm; vertical offset= 0.02503 mm; horizontal offset= 0.00002 mm
# Secondary slits:  vertical gap= 5.00000 mm; horizontal gap= 26.00100 mm; vertical offset= -0.15000 mm; horizontal offset= 0.68950 mm
# Experimental slits:  vertical gap= 1.20000 mm; horizontal gap= 10.00004 mm; vertical offset= 0.70000 mm; horizontal offset= 0.00001 mm
#  
# Optic Hutch Mirrors Coating: Rhodium
# Monochromator crystal cut: Si(111)
# Incident angle for Harmonic Rejection Mirrors: -6.42 mrad
# Harmonic rejection mirrors coating: Silicon
# I0 Stanford sensitivity: 2 uA/V Offsets: 10 nA
# It Stanford sensitivity: 2 uA/V Offsets: 10 nA
# Iref Stanford sensitivity: 200 nA/V Offsets: 1 nA
# Atn5 (Xia) filters: Empty Out 1mm vC Out 2mm vC In 4mm vC Out
# Sample stage: x: -2.65 mm y: 20.00 mm z: 0.00 mm rot: -0.00 deg roll: 0.00 deg pitch: 0.00 deg
#
# Ascii output file name: 'Cofoil_32553_1.dat'
# Nexus output file: '/dls/i20/data/2013/cm5945-2/Co_K_edge/nexus/32553_1.nxs'
# The XML files, ScanParameters, SampleParameters, DetectorParameters, OutputParameters
# are stored in the nexus file.
#
# Sample name: Cofoil
# Sample description: Cofoil
##
#
#
# Dark current intensity was collected over 3.00s. Average counts per second: I0 128.00   It 440.67   Iref 279.67
# Dark current has been automatically removed from counts in main scan (I0,It,Iref)
#
# Energy	lnI0It 
12326.1210	0.53070
12329.3620	0.52756
12332.6070	0.52437
12335.8430	0.52127
12339.1040	0.51827
12342.3800	0.51554
12345.6340	0.51293
12348.9190	0.51050
12352.2050	0.50831
12355.4850	0.50628
12358.7930	0.50423
12362.0900	0.50244
12365.4150	0.50069
12368.7160	0.49864
12372.0560	0.49677
12375.3910	0.49472
12378.7270	0.49281
12382.0650	0.49088
12385.4250	0.48904
12388.7980	0.48719
12392.1550	0.48545
12395.5130	0.48374
12398.9110	0.48209
12402.2970	0.48047
12405.6820	0.47895
12409.0820	0.47754
12412.4950	0.47623
12415.9170	0.47508
12419.3290	0.47385
12422.7770	0.47262
12426.1970	0.47148
12429.6400	0.47036
12433.0860	0.46926
12436.5480	0.46799
12440.0170	0.46674
12443.4880	0.46529
12446.9650	0.46361
12450.4260	0.46178
12453.9240	0.46000
12457.4280	0.45805
12460.9290	0.45604
12464.4460	0.45388
12467.9660	0.45164
12471.4900	0.44921
12475.0140	0.44686
12478.5470	0.44436
12482.0990	0.44183
12485.6490	0.43925
12489.2080	0.43679
12492.7760	0.43419
12496.3510	0.43170
12499.9280	0.42915
12503.5250	0.42679
12507.1130	0.42456
12510.7060	0.42238
12514.3320	0.42032
12517.9320	0.41835
12521.5440	0.41647
12525.1760	0.41460
12528.8030	0.41290
12532.4370	0.41109
12536.0970	0.40933
12539.7550	0.40757
12543.4050	0.40587
12547.0800	0.40419
12550.7490	0.40253
12554.4390	0.40093
12558.1260	0.39938
12561.8290	0.39782
12565.5250	0.39626
12569.2270	0.39476
12572.9510	0.39332
12576.6810	0.39182
12580.4110	0.39026
12584.1560	0.38868
12587.8850	0.38701
12591.6340	0.38524
12595.3970	0.38346
12599.1710	0.38148
12602.9360	0.37932
12606.7140	0.37710
12610.4950	0.37474
12614.2950	0.37245
12618.0880	0.37015
12621.9000	0.36793
12625.7080	0.36567
12629.5220	0.36349
12633.3460	0.36138
12637.1910	0.35907
12641.0210	0.35670
12644.8650	0.35437
12648.7230	0.35196
12652.5840	0.34963
12656.4550	0.34725
12660.3240	0.34499
12664.2000	0.34274
12668.0970	0.34052
12671.9840	0.33838
12675.8980	0.33637
12679.8000	0.33432
12683.7140	0.33236
12687.6420	0.33048
12691.5670	0.32861
12695.5060	0.32680
12699.4570	0.32517
12703.4060	0.32342
12707.3630	0.32167
12711.3140	0.32003
12715.3040	0.31832
12719.2560	0.31659
12723.2460	0.31480
12727.2480	0.31291
12731.2350	0.31103
12735.2440	0.30907
12739.2500	0.30711
12743.2680	0.30520
12747.3010	0.30321
12751.3310	0.30114
12755.3800	0.29904
12759.4220	0.29696
12763.4660	0.29479
12767.5310	0.29273
12771.6080	0.29041
12775.6680	0.28824
12779.7410	0.28607
12783.8400	0.28390
12787.9410	0.28177
12792.0220	0.27973
12796.1300	0.27757
12800.2470	0.27542
12804.3680	0.27324
12808.4900	0.27099
12812.6350	0.26858
12816.7880	0.26628
12820.9340	0.26389
12825.0900	0.26160
12829.2320	0.25928
12833.4110	0.25716
12837.5880	0.25495
12841.7770	0.25278
12845.9550	0.25068
12850.1600	0.24856
12854.3570	0.24648
12858.5750	0.24445
12862.7860	0.24243
12867.0140	0.24044
12871.2370	0.23850
12875.4760	0.23659
12879.7230	0.23477
12883.9730	0.23289
12888.2480	0.23107
12892.4990	0.22915
12896.7770	0.22728
12901.0420	0.22521
12905.3340	0.22316
12909.6350	0.22107
12913.9200	0.21897
12918.2380	0.21687
12922.5500	0.21473
12926.8710	0.21252
12931.1960	0.21037
12935.5310	0.20820
12939.8720	0.20601
12944.2160	0.20389
12948.5810	0.20163
12952.9300	0.19948
12957.3230	0.19718
12961.6840	0.19495
12966.0620	0.19269
12970.4410	0.19047
12974.8500	0.18821
12979.2480	0.18606
12983.6490	0.18377
12988.0810	0.18152
12992.5000	0.17928
12996.9270	0.17706
13001.3610	0.17475
13005.8030	0.17249
13010.2560	0.17033
13014.7160	0.16800
13019.1830	0.16585
13023.6340	0.16369
13028.1250	0.16156
13032.6070	0.15949
13037.1000	0.15740
13041.6020	0.15528
13046.1020	0.15313
13050.6190	0.15096
13055.1200	0.14882
13059.6550	0.14682
13064.2010	0.14469
13068.7340	0.14260
13073.2760	0.14045
13077.8340	0.13833
13082.3910	0.13638
13086.9630	0.13410
13091.5290	0.13196
13096.1180	0.12973
13100.7000	0.12749
13105.2920	0.12525
13109.8950	0.12304
13114.5090	0.12078
13119.1170	0.11856
13123.7460	0.11628
13128.3760	0.11406
13133.0170	0.11179
13137.6540	0.10947
13142.2910	0.10711
13146.9620	0.10480
13151.6300	0.10247
13156.2950	0.10010
13160.9700	0.09787
13165.6530	0.09554
13170.3430	0.09320
13175.0300	0.09088
13179.7380	0.08854
13184.4490	0.08628
13189.1670	0.08395
13193.8860	0.08169
13198.6220	0.07940
13203.3640	0.07717
