# DIAMOND LIGHT SOURCE
# Instrument: I20-XAS Date: Thu, 20 Jun 2013 09:02:25 BST
# Ring energy: 3.00084 GeV
# Initial ring current: 301.70083 mA
# Filling mode: Standby
# Wiggler gap selected: 15.00000 mm
#  
# Primary slits:  vertical gap= 0.12002 mm; horizontal gap= 0.80009 mm; vertical offset= 0.02499 mm; horizontal offset= 0.00001 mm
# Secondary slits:  vertical gap= 2.85050 mm; horizontal gap= 23.75100 mm; vertical offset= -0.10020 mm; horizontal offset= 0.21850 mm
# Experimental slits:  vertical gap= 1.30000 mm; horizontal gap= 4.99993 mm; vertical offset= 0.80000 mm; horizontal offset= 0.00001 mm
#  
# Optic Hutch Mirrors Coating: Rhodium
# Monochromator crystal cut: Si(111)
# Incident angle for Harmonic Rejection Mirrors: -7.32 mrad
# Harmonic rejection mirrors coating: Rhodium
# I0 Stanford sensitivity: 1 uA/V Offsets: 5 nA
# It Stanford sensitivity: 1 uA/V Offsets: 2 nA
# Iref Stanford sensitivity: 50 nA/V Offsets: 200 pA
# Atn5 (Xia) filters: 0.2mm Al Out 0.5mm Al Out 1.0mm Al In 3.0mm Al Out
# Sample stage: x: 0.00 mm y: 25.00 mm z: 3.00 mm rot: -0.00 deg roll: 0.00 deg pitch: 0.00 deg
#
# Ascii output file name: 'Bi_foil_trans_32942_1.dat'
# Nexus output file: '/dls/i20/data/2013/mx5918-11/Experiment_1/nexus/32942_1.nxs'
# The XML files, ScanParameters, SampleParameters, DetectorParameters, OutputParameters
# are stored in the nexus file.
#
# Sample name: Bi_foil_trans
# Sample description: Bi foil
##
#
#
# Dark current intensity was collected over 3.00s. Average counts per second: I0 602.33   It 113.00   Iref 215.67
# Dark current has been automatically removed from counts in main scan (I0,It,Iref)
#
# Energy	lnI0It 
14347.5380	0.85946
14352.3030	0.85687
14357.0810	0.85425
14361.8670	0.85165
14366.6730	0.84893
14371.4760	0.84624
14376.3130	0.84356
14381.1450	0.84084
14385.9950	0.83815
14390.8480	0.83552
14395.7360	0.83282
14400.6200	0.83020
14405.5130	0.82752
14410.4240	0.82486
14415.3530	0.82214
14420.2890	0.81947
14425.2270	0.81687
14430.1900	0.81424
14435.1690	0.81152
14440.1520	0.80889
14445.1480	0.80625
14450.1520	0.80360
14455.1730	0.80093
14460.2000	0.79830
14465.2540	0.79559
14470.3110	0.79291
14475.3730	0.79015
14480.4590	0.78741
14485.5450	0.78470
14490.6600	0.78194
14495.7870	0.77916
14500.9000	0.77642
14506.0550	0.77364
14511.1970	0.77089
14516.3670	0.76805
14521.5450	0.76519
14526.7330	0.76252
14531.9340	0.75972
14537.1640	0.75690
14542.3880	0.75407
14547.6170	0.75131
14552.8690	0.74845
14558.1430	0.74572
14563.4110	0.74285
14568.7150	0.74019
14574.0110	0.73742
14579.3260	0.73461
14584.6520	0.73173
14589.9880	0.72897
14595.3340	0.72617
14600.7050	0.72335
14606.0660	0.72060
14611.4560	0.71786
14616.8480	0.71507
14622.2610	0.71224
14627.6860	0.70937
14633.1140	0.70662
14638.5670	0.70378
14644.0280	0.70090
14649.5000	0.69800
14654.9810	0.69514
14660.4820	0.69235
14665.9890	0.68943
14671.5180	0.68655
14677.0390	0.68364
14682.5820	0.68080
14688.1400	0.67790
14693.7120	0.67501
14699.2890	0.67211
14704.8790	0.66923
14710.4940	0.66641
14716.1210	0.66355
14721.7440	0.66060
14727.3760	0.65772
14733.0370	0.65481
14738.7040	0.65188
14744.3810	0.64911
14750.0670	0.64619
14755.7700	0.64322
14761.4850	0.64045
14767.2100	0.63751
14772.9630	0.63457
14778.7100	0.63166
14784.4670	0.62887
14790.2520	0.62582
14796.0340	0.62286
14799.9920	0.62082
